siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar
SIP101157,MUS1397,2024-10-24 13:39:00,Ankara,İç Anadolu,Ev ve Yaşam,Saklama Kutusu,2,233.52,0.0,29.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.352,496.94
SIP100249,MUS1331,2024-10-20 14:11:00,Trabzon,Karadeniz,Spor,Yoga Matı,2,733.39,0.05,29.9,Havale/EFT,,5.0,4.0,Hayır,0.366,1423.34
SIP100734,MUS1077,2024-09-10 13:27:00,İstanbul,Marmara,spor,Dambıl Seti,1,1421.17,0.0,49.9,Banka Kartı,VIP,2.0,4.0,Hayır,0.315,1471.07
SIP100809,MUS1219,2024-04-07 17:21:00,Samsun,Karadeniz,Kitap,Girişimcilik,1,196.56,0.1,0.0,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.204,176.9
SIP100306,MUS1033,2024-01-05 19:13:00,,Ege,Spor,Direnç Bandı,5,243.86,0.0,39.9,Kredi Kartı,Mevcut,3.0,,Hayır,0.35,1259.2
SIP100758,MUS1283,2024-12-12 19:07:00,İstanbul,Marmara,Kozmetik,Şampuan,2,211.01,0.0,49.9,Havale/EFT,VIP,3.0,5.0,Hayır,0.284,471.92
SIP100302,MUS1232,2024-07-30 16:30:00,Ankara,İç Anadolu,Ofis,Not Tutucu,1,127.34,0.1,39.9,Kredi Kartı,Yeni,3.0,3.0,Hayır,0.41,154.51
SIP100984,MUS1148,2025-08-05 22:31:00,Mersin,Akdeniz,Kozmetik,Güneş Kremi,1,445.81,0.0,0.0,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.241,445.81
SIP100214,MUS1373,2024-10-19 16:00:00,Antalya,Akdeniz,Kitap,Zaman Yönetimi,1,152.16,0.0,29.9,Kapıda Ödeme,Mevcut,6.0,5.0,Hayır,0.357,182.06
SIP101100,MUS1415,2025-12-18 11:42:00,Ankara,İç Anadolu,Elektronik,Webcam,1,977.75,0.05,49.9,Kapıda Ödeme,Yeni,6.0,4.0,Hayır,0.352,978.76
SIP100800,MUS1254,2025-04-26 15:35:00,Antalya,Akdeniz,Kozmetik,Serum,2,499.87,0.1,39.9,Kapıda Ödeme,Mevcut,3.0,5.0,Hayır,0.261,939.67
SIP100431,MUS1012,2025-02-17 08:14:00,Ankara,İç Anadolu,Ev ve Yaşam,Masa Lambası,5,645.56,0.05,39.9,Kredi Kartı,VIP,1.0,4.0,Hayır,0.269,3106.31
SIP101076,MUS1157,2025-01-22 09:50:00,İstanbul,Marmara,Spor,Dambıl Seti,2,1566.82,0.0,59.9,Dijital Cüzdan,Yeni,3.0,5.0,Hayır,0.361,3193.54
SIP100102,MUS1383,2024-09-06 15:35:00,İzmir,Ege,Spor,Direnç Bandı,2,249.59,0.0,49.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.224,549.08
SIP100577,MUS1010,2025-04-09 08:49:00,Mersin,Akdeniz,Kozmetik,Güneş Kremi,1,423.03,0.1,29.9,Banka Kartı,Mevcut,2.0,2.0,Hayır,0.398,410.63
SIP100023,MUS1049,2025-08-07 17:30:00,Bursa,Marmara,Kozmetik,Nemlendirici,1,427.55,0.05,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.396,446.07
SIP100896,MUS1322,2025-04-09 13:15:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,1,294.88,0.0,39.9,Kapıda Ödeme,VIP,4.0,5.0,Hayır,0.34,334.78
SIP100784,MUS1387,2024-01-15 16:13:00,Antalya,Akdeniz,Elektronik ,Powerbank,1,738.2,0.0,49.9,Havale/EFT,VIP,1.0,3.0,Hayır,0.199,788.1
SIP100237,MUS1152,2025-04-14 18:16:00,,Akdeniz,Ofis,Mekanik Klavye,1,2225.52,0.05,39.9,Havale/EFT,Yeni,5.0,3.0,Hayır,0.326,2154.14
SIP100739,MUS1171,2025-12-21 18:00:00,Kayseri,İç Anadolu,Kitap,Zaman Yönetimi,2,150.28,0.0,39.9,Kapıda Ödeme,Yeni,4.0,2.0,Hayır,0.184,340.46
SIP100712,MUS1061,2024-01-17 08:21:00,Ankara,İç Anadolu,Kozmetik,Şampuan,1,202.41,0.1,39.9,Kredi Kartı,Mevcut,6.0,4.0,Evet,0.2,222.07
SIP100172,MUS1428,2024-08-27 16:15:00,Konya,İç Anadolu,Kitap,Zaman Yönetimi,1,165.02,0.15,29.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.381,170.17
SIP100969,MUS1362,2024-09-13 12:47:00,Ankara,İç Anadolu,Kitap,İş Analitiği Rehberi,3,267.71,0.0,59.9,Kapıda Ödeme,Mevcut,4.0,5.0,Hayır,0.265,863.03
SIP100444,MUS1313,2025-03-02 22:37:00,Trabzon,Karadeniz,Ev ve Yaşam,Termos,1,536.44,0.15,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.343,495.87
SIP101118,MUS1314,2024-03-26 19:56:00,Konya,İç Anadolu,Ofis,Mouse Pad,4,169.19,0.0,39.9,banka karti,Mevcut,5.0,2.0,Hayır,0.332,716.66
SIP101198,MUS1016,2024-01-06 10:33:00,Trabzon,Karadeniz,Kozmetik,Serum,1,505.0,0.0,29.9,Havale/EFT,VIP,3.0,4.0,Hayır,0.398,534.9
SIP101235,MUS1349,2025-05-15 21:15:00,Trabzon,Karadeniz,Kozmetik,Yüz Temizleme Jeli,1,328.32,0.0,29.9,,Yeni,5.0,5.0,Evet,0.329,358.22
SIP101355,MUS1440,2024-06-04 09:47:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Serum,1,561.01,0.0,39.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.396,600.91
SIP101085,MUS1218,2025-02-19 08:39:00,Eskişehir,İç Anadolu,Kitap,Veri Bilimi 101,1,240.38,0.05,39.9,Kredi Kartı,Mevcut,5.0,4.0,Evet,0.361,268.26
SIP100858,MUS1352,2024-04-05 08:32:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,171.31,0.1,29.9,Kart,Mevcut,2.0,5.0,Hayır,0.317,184.08
SIP100660,MUS1242,2024-11-14 17:57:00,Antalya,Akdeniz,Ev ve Yaşam,Termos,1,525.0,0.0,49.9,Kredi Kartı,Mevcut,,5.0,Hayır,0.417,574.9
SIP100764,MUS1269,2025-08-24 17:05:00,Gaziantep,Güneydoğu Anadolu,Spor,Dambıl Seti,3,1551.84,0.0,49.9,Kredi Kartı,,1.0,3.0,Hayır,0.226,4705.42
SIP101209,MUS1411,2025-11-29 20:27:00,Adana,Akdeniz,Kozmetik,Şampuan,4,206.52,0.0,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.294,865.98
SIP100537,MUS1295,2024-02-13 21:30:00,Bursa,Marmara,Elektronik,Powerbank,1,841.62,0.15,59.9,Kredi Kartı,,5.0,4.0,Hayır,0.28,775.28
SIP100933,MUS1355,2025-06-19 19:50:00,İstanbul,Marmara,Kozmetik,Nemlendirici,4,361.67,,0.0,Kredi Kartı,Mevcut,6.0,3.0,Evet,0.18,1446.68
SIP100300,MUS1177,2025-01-18 14:29:00,Adana,Akdeniz,Ev ve Yaşam,Kahve Kupası,5,165.47,0.15,39.9,Havale/EFT,Mevcut,3.0,5.0,Hayır,0.394,743.15
SIP100049,MUS1340,2025-01-07 14:04:00,Samsun,Karadeniz,Kitap,Python Notları,3,211.46,0.05,29.9,Dijital Cüzdan,VIP,1.0,,Hayır,0.264,632.56
SIP101216,MUS1003,2024-03-31 11:46:00,Gaziantep,Güneydoğu Anadolu,Ev ve Yaşam,Masa Lambası,2,681.51,0.05,39.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.189,1334.77
SIP100260,MUS1069,2025-04-19 22:03:00,İstanbul,Marmara,Kitap,Python Notları,2,225.05,0.0,39.9,Banka Kartı,VIP,,2.0,Hayır,0.253,490.0
SIP100148,MUS1346,2025-09-02 09:56:00,Ankara,İç Anadolu,Ofis,Kalem Seti,3,107.77,0.1,49.9,Kredi Kartı,Yeni,3.0,3.0,Hayır,0.188,340.88
SIP100135,MUS1235,2025-09-21 08:46:00,İstanbul,Marmara,kozmetık,Nemlendirici,2,401.04,0.05,39.9,Havale/EFT,Mevcut,5.0,,Hayır,0.343,801.88
SIP100523,MUS1308,2025-02-02 18:00:00,Adana,Akdeniz,Elektronik,Bluetooth Hoparlör,3,1279.66,0.05,49.9,Kapıda Ödeme,Mevcut,1.0,5.0,Hayır,0.31,3696.93
SIP101267,MUS1440,2025-11-02 10:22:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,3,1205.91,0.0,39.9,Banka Kartı,Mevcut,3.0,4.0,Hayır,0.24,3657.63
SIP100881,MUS1054,2024-09-30 22:09:00,Kocaeli,Marmara,Elektronik,Powerbank,1,788.66,0.05,29.9,Kapıda Ödeme,Mevcut,1.0,5.0,Hayır,0.19,779.13
SIP100542,MUS1293,2025-12-18 20:23:00,Bursa,Marmara,Ev ve Yaşam,Kahve Kupası,4,174.56,0.0,49.9,Kredi Kartı,mevcut,2.0,4.0,Hayır,0.278,748.14
SIP100830,MUS1081,2024-01-04 14:12:00,İstanbul,Marmara,Spor,Dambıl Seti,2,1675.39,0.0,39.9,banka karti,Yeni,2.0,,Evet,0.302,3390.68
SIP100194,MUS1204,2025-01-14 13:28:00,İstanbul,Marmara,Ev ve Yaşam,Kahve Kupası,1,194.98,0.0,49.9,eft,Mevcut,6.0,3.0,Hayır,0.309,244.88
SIP100639,MUS1034,2025-01-12 22:24:00,İstanbul,Marmara,Ofis,Mouse Pad,2,179.68,0.15,39.9,Kapıda Ödeme,Mevcut,4.0,5.0,Hayır,0.302,345.36
SIP100031,MUS1215,2024-05-02 22:36:00,İstanbul,Marmara,Ev ve Yaşam,Kahve Kupası,4,185.66,0.0,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.347,792.54
SIP100004,MUS1177,2024-08-08 20:21:00,İzmir,Ege,Ofis,Mekanik Klavye,2,2119.45,0.05,29.9,Kredi Kartı,Mevcut,1.0,2.0,Hayır,0.408,4056.85
SIP100137,MUS1365,2025-09-14 10:04:00,İstanbul,Marmara,Elektronik,Webcam,3,961.68,0.1,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.389,2646.44
SIP101132,MUS1348,2024-02-14 17:09:00,Ankara,İç Anadolu,Ofis,Defter Seti,2,158.69,0.0,29.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.301,347.28
SIP101397,MUS1107,2024-08-03 19:27:00,İzmir,Ege,Kozmetik,Serum,1,584.54,0.1,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.209,575.99
SIP100116,MUS1152,2024-04-19 11:24:00,Ankara,İç Anadolu,Spor,Direnç Bandı,1,235.2,0.05,49.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.365,273.34
SIP101262,MUS1149,2024-06-23 16:47:00,İstanbul,Marmara,Ev ve Yaşam,Masa Lambası,2,679.73,0.0,39.9,,Yeni,4.0,4.0,Hayır,0.263,1399.36
SIP100719,MUS1314,2024-09-06 22:37:00,İzmir,Ege,Ev ve Yaşam,Kahve Kupası,4,187.1,0.1,49.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.249,723.46
SIP100078,MUS1157,2025-04-03 20:01:00,Ankara,İç Anadolu,Spor,Direnç Bandı,5,242.93,0.0,29.9,Kredi Kartı,Yeni,1.0,3.0,Hayır,0.219,1244.55
SIP100279,MUS1386,2024-07-02 22:54:00,Eskişehir,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,299.7,0.1,29.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.209,299.63
SIP100972,MUS1417,2025-04-30 11:33:00,İstanbul,Marmara,Kitap,Python Notları,1,214.51,0.0,29.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.346,244.41
SIP100694,MUS1273,2025-01-26 18:20:00,İzmir,Ege,Ofis,Not Tutucu,4,127.82,0.15,49.9,Dijital Cüzdan,Mevcut,1.0,4.0,Evet,0.196,484.49
SIP101359,MUS1160,2025-02-10 20:14:00,,Ege,Kozmetik,Yüz Temizleme Jeli,1,314.79,0.05,29.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.307,328.95
SIP101199,MUS1071,2024-06-05 11:55:00,Antalya,Akdeniz,Kozmetik ,Serum,1,546.23,0.15,29.9,Kredi Kartı,VIP,1.0,5.0,Evet,0.325,494.2
SIP100620,MUS1243,2025-09-11 15:45:00,Kocaeli,Marmara,Ev ve Yaşam,Organizer,1,281.31,0.1,39.9,Banka Kartı,Yeni,5.0,3.0,Hayır,0.362,293.08
SIP101312,MUS1077,2025-04-26 12:39:00,İzmir,Ege,spor,Suluk,1,206.17,0.05,59.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.193,255.76
SIP101389,MUS1228,2024-07-16 21:48:00,Adana,Akdeniz,Elektronik,Kablosuz Kulaklık,1,1491.08,0.0,49.9,Kredi Kartı,Mevcut,4.0,4.0,Evet,0.28,1540.98
SIP100724,MUS1058,2024-08-12 15:49:00,Kayseri,İç Anadolu,Kozmetik,Serum,1,529.8,0.1,49.9,Banka Kartı,Yeni,4.0,5.0,Evet,0.3,526.72
SIP100628,MUS1233,2025-12-13 16:08:00,Bursa,Marmara,Ev ve Yaşam,Organizer,2,275.93,0.0,29.9,Kredi Kartı,Yeni,2.0,4.0,Evet,0.294,581.76
SIP101374,MUS1378,2024-12-04 17:49:00,Kocaeli,Marmara,Kozmetik,Şampuan,2,199.74,0.0,49.9,Kapida Odeme,Mevcut,4.0,4.0,Hayır,0.416,449.38
SIP100082,MUS1028,2025-01-04 10:19:00,Mersin,Akdeniz,Ofis,Mekanik Klavye,1,2191.34,0.0,49.9,Kredi Kartı,Mevcut,2.0,3.0,Hayır,0.295,2241.24
SIP101320,MUS1042,2025-11-12 10:38:00,Eskişehir,İç Anadolu,Kitap,Girişimcilik,1,208.14,0.0,49.9,Kredi Kartı,Yeni,6.0,3.0,Hayır,0.394,258.04
SIP100017,MUS1158,2025-05-15 08:07:00,Eskişehir,İç Anadolu,Kozmetik,Güneş Kremi,4,448.48,0.1,39.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.248,1654.43
SIP101253,MUS1066,2024-05-23 17:58:00,Samsun,Karadeniz,Spor,Yoga Matı,4,780.96,0.15,29.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.324,2685.16
SIP100857,MUS1315,2024-10-01 17:38:00,Bursa,Marmara,spor,Direnç Bandı,1,224.53,0.0,59.9,Kredi Kartı,,6.0,5.0,Hayır,0.278,284.43
SIP101027,MUS1231,2024-07-09 19:08:00,İzmir,Ege,Ev ve Yaşam,Saklama Kutusu,1,239.92,0.0,39.9,Kredi Kartı,yeni,1.0,4.0,Hayır,0.282,279.82
SIP100141,MUS1301,2025-03-18 09:47:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,2,1466.22,0.15,49.9,Havale/EFT,Mevcut,3.0,5.0,Hayır,0.196,2542.47
SIP101097,MUS1177,2025-02-02 10:07:00,İstanbul,Marmara,Spor,Spor Çantası,2,890.31,0.1,49.9,Dijital Cüzdan,Mevcut,4.0,3.0,Hayır,0.261,1652.46
SIP100817,MUS1401,2025-11-05 16:11:00,İstanbul,Marmara,Ofis,Mouse Pad,1,189.59,0.0,39.9,Banka Kartı,Yeni,5.0,4.0,Hayır,0.417,229.49
SIP100767,MUS1135,2025-05-20 16:47:00,Ankara,İç Anadolu,Kozmetik,Güneş Kremi,4,473.37,0.05,0.0,Kredi Kartı,Yeni,3.0,4.0,Evet,0.238,1798.81
SIP101171,MUS1220,2025-11-16 22:16:00,Kayseri,İç Anadolu,Kozmetik,Nemlendirici,2,360.03,0.1,49.9,Kredi Kartı,Yeni,1.0,4.0,Hayır,0.272,697.95
SIP101335,MUS1182,2024-09-26 09:55:00,İstanbul,Marmara,Spor,Direnç Bandı,3,264.88,0.0,0.0,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.402,794.64
SIP100955,MUS1092,2024-08-12 22:16:00,İstanbul,Marmara,Ofis,Mekanik Klavye,1,2401.1,0.0,39.9,Havale/EFT,Yeni,4.0,3.0,Hayır,0.207,2441.0
SIP101316,MUS1429,2025-09-13 15:42:00,Kayseri,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,302.89,0.0,0.0,banka karti,Mevcut,6.0,4.0,Hayır,0.199,302.89
SIP100208,MUS1213,2025-12-02 14:19:00,,Karadeniz,Spor,Dambıl Seti,1,1696.04,0.1,29.9,,,5.0,4.0,Hayır,0.296,1556.34
SIP100765,MUS1285,2025-01-19 09:00:00,Trabzon,Karadeniz,Elektronik,Powerbank,2,761.27,0.05,49.9,Kredi Kartı,VIP,3.0,2.0,Hayır,0.246,1496.31
SIP100665,MUS1237,2024-11-28 15:31:00,İzmir,Ege,Kitap,İş Analitiği Rehberi,1,311.4,0.05,49.9,Kredi Kartı,mevcut,6.0,2.0,Hayır,0.333,345.73
SIP101190,MUS1322,2025-07-20 10:20:00,Antalya,Akdeniz,Spor,Suluk,5,207.63,0.0,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.268,1078.05
SIP101212,MUS1049,2025-06-30 22:33:00,Kayseri,İç Anadolu,Spor,Yoga Matı,1,689.68,0.1,29.9,Kredi Kartı,Mevcut,3.0,5.0,Evet,0.394,650.61
SIP100044,MUS1447,2024-08-15 11:52:00,,Ege,Elektronik,Akıllı Saat,1,2969.73,0.0,49.9,Dijital Cüzdan,Yeni,4.0,5.0,Hayır,0.391,3019.63
SIP100019,MUS1277,2025-07-16 10:16:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,176.31,0.0,49.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.268,226.21
SIP100905,MUS1035,2024-08-08 10:52:00,Samsun,Karadeniz,Ofis,Mouse Pad,4,155.53,0.15,39.9,Havale/EFT,Yeni,4.0,5.0,Hayır,0.21,568.7
SIP101225,MUS1236,2024-05-30 15:56:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,2,330.53,0.0,49.9,Kredi Kartı,Yeni,2.0,1.0,Evet,0.209,710.96
SIP100457,MUS1388,2025-02-06 11:29:00,Konya,İç Anadolu,Ev ve Yaşam,Termos,1,490.19,0.15,49.9,Kapida Odeme,Yeni,3.0,4.0,Hayır,0.192,466.56
SIP100318,MUS1072,2025-12-06 13:55:00,Mersin,Akdeniz,Ev ve Yaşam,Organizer,1,276.11,0.1,59.9,Havale/EFT,Mevcut,3.0,3.0,Hayır,0.338,308.4
SIP100650,MUS1274,2024-03-08 10:17:00,Antalya,Akdeniz,Ofis,Mouse Pad,2,179.2,0.0,0.0,Kapıda Ödeme,Yeni,4.0,5.0,Hayır,0.239,358.4
SIP100482,MUS1407,2024-01-25 15:45:00,Konya,İç Anadolu,Elektronik,Bluetooth Hoparlör,1,1141.11,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Evet,0.226,1181.01
SIP100114,MUS1347,2025-04-15 12:42:00,Ankara,İç Anadolu,Kitap,İş Analitiği Rehberi,3,276.98,0.0,39.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.265,870.84
SIP100658,MUS1319,2025-03-27 18:07:00,ankara,İç Anadolu,Kozmetik,Güneş Kremi,1,425.14,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.386,465.04
SIP100616,MUS1430,2024-11-21 09:35:00,İstanbul,Marmara,Kozmetik,Nemlendirici,1,417.12,0.0,39.9,Banka Kartı,Mevcut,7.0,5.0,Hayır,0.326,457.02
SIP101168,MUS1397,2025-04-26 10:40:00,İzmir,Ege,Kozmetik,Nemlendirici,1,417.47,0.05,39.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.189,436.5
SIP101305,MUS1327,2025-04-18 08:28:00,Mersin,Akdeniz,Ev ve Yaşam,Kahve Kupası,5,192.89,0.1,49.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.377,917.9
SIP100421,MUS1404,2025-11-01 09:14:00,Kocaeli,Marmara,Ev ve Yaşam,Saklama Kutusu,4,260.1,0.05,59.9,Kredi Kartı,Mevcut,3.0,2.0,Hayır,0.414,1048.28
SIP100100,MUS1431,2025-12-27 10:19:00,Trabzon,Karadeniz,Kozmetik,Nemlendirici,1,405.02,0.05,49.9,Banka Kartı,Mevcut,4.0,2.0,Hayır,0.36,434.67
SIP100674,MUS1151,2025-08-19 08:39:00,Gaziantep,Güneydoğu Anadolu,ofis,Defter Seti,5,150.85,0.0,49.9,Dijital Cüzdan,Mevcut,5.0,5.0,Hayır,0.352,804.15
SIP101369,MUS1241,2025-06-20 19:53:00,Gaziantep,Güneydoğu Anadolu,Ev ve Yaşam,Masa Lambası,1,708.97,0.05,39.9,,Yeni,2.0,3.0,Hayır,0.381,713.42
SIP100408,MUS1349,2024-10-07 13:52:00,İzmir,Ege,Ofis,Mekanik Klavye,1,2244.72,0.1,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.419,2070.15
SIP100370,MUS1144,2024-07-03 08:20:00,Bursa,Marmara,Spor,Suluk,2,187.39,0.05,39.9,Banka Kartı,Yeni,4.0,4.0,Hayır,0.41,395.94
SIP100879,MUS1017,2024-09-24 13:43:00,Antalya,Akdeniz,Elektronik,Webcam,2,825.5,0.05,39.9,Kredi Kartı,,8.0,4.0,Hayır,0.408,1608.35
SIP100646,MUS1203,2025-06-02 16:20:00,Kocaeli,Marmara,Ofis,Mouse Pad,5,172.32,0.1,29.9,Havale/EFT,Yeni,1.0,4.0,Hayır,0.263,805.34
SIP100103,MUS1372,2025-02-28 13:59:00,Kayseri,İç Anadolu,Elektronik,Webcam,4,921.02,0.0,49.9,Havale/EFT,Yeni,3.0,3.0,Evet,0.352,3733.98
SIP100276,MUS1360,2024-04-05 14:24:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,2,237.76,0.05,59.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.349,511.64
SIP100270,MUS1392,2025-06-20 08:53:00,İstanbul,Marmara,Kozmetik,Yüz Temizleme Jeli,2,321.31,0.15,39.9,Kapıda Ödeme,VIP,7.0,5.0,Hayır,0.332,586.13
SIP100629,MUS1084,2025-04-10 09:16:00,Antalya,Akdeniz,Kitap,Python Notları,1,215.15,0.0,49.9,Kredi Kartı,Mevcut,6.0,4.0,Hayır,0.348,265.05
SIP100354,MUS1106,2024-01-02 20:42:00,Adana,Akdeniz,Elektronik,Webcam,2,917.75,0.15,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.387,1610.08
SIP100847,MUS1253,2025-05-21 08:28:00,Adana,Akdeniz,Spor,Yoga Matı,2,653.69,0.2,39.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.321,1085.8
SIP100326,MUS1440,2024-02-17 09:40:00,Kayseri,İç Anadolu,Ofis,Defter Seti,1,162.28,0.1,39.9,Havale/EFT,Mevcut,1.0,4.0,Hayır,0.253,185.95
SIP101274,MUS1417,2025-05-17 15:43:00,Antalya,Akdeniz,Ev ve Yaşam,Saklama Kutusu,1,245.61,0.2,29.9,Kredi Kartı,Yeni,6.0,5.0,Hayır,0.283,226.39
SIP101140,MUS1125,2025-04-16 10:53:00,İzmir,Ege,Ev ve Yaşam,Saklama Kutusu,3,225.4,0.1,39.9,Kapıda Ödeme,VIP,5.0,4.0,Hayır,0.251,648.48
SIP100071,MUS1408,2024-04-14 19:49:00,İstanbul,Marmara,Kozmetik,Nemlendirici,1,373.27,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.331,413.17
SIP100571,MUS1022,2024-06-20 20:17:00,Konya,İç Anadolu,Ofis,Defter Seti,1,139.54,0.0,39.9,Banka Kartı,Mevcut,2.0,,Hayır,0.342,179.44
SIP100047,MUS1198,2024-12-19 19:50:00,İstanbul,Marmara,Kozmetik,Şampuan,2,200.17,0.15,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.408,380.19
SIP100819,MUS1341,2024-05-23 11:07:00,Konya,İç Anadolu,Elektronik,Akıllı Saat,4,3166.96,0.05,59.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.292,12094.35
SIP100579,MUS1268,2024-06-06 17:18:00,Bursa,Marmara,Spor,Spor Çantası,1,883.19,0.05,49.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.27,888.93
SIP100398,MUS1204,2024-11-23 22:46:00,İstanbul,Marmara,Kozmetik,Güneş Kremi,3,435.92,0.1,49.9,Dijital Cüzdan,Yeni,6.0,5.0,Hayır,0.36,1226.88
SIP100862,MUS1403,2024-03-24 20:32:00,Ankara,İç Anadolu,Ofis,Kalem Seti,3,97.42,0.0,49.9,Kredi Kartı,Mevcut,3.0,,Hayır,0.205,342.16
SIP100051,MUS1427,2025-11-24 19:57:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,178.98,0.0,29.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.417,208.88
SIP100409,MUS1177,2025-08-31 15:11:00,İstanbul,Marmara,Ofis,Not Tutucu,1,125.14,0.0,29.9,Dijital Cüzdan,Mevcut,,4.0,Hayır,0.255,155.04
SIP101273,MUS1294,2024-06-27 13:06:00,Kocaeli,Marmara,Kozmetik,Yüz Temizleme Jeli,2,332.05,0.0,39.9,Havale/EFT,Mevcut,4.0,2.0,Hayır,0.394,704.0
SIP100132,MUS1409,2024-01-03 12:54:00,Ankara,İç Anadolu,Ev ve Yaşam,Organizer,1,257.38,0.05,49.9,Dijital Cüzdan,VIP,5.0,2.0,Hayır,0.391,294.41
SIP101339,MUS1326,2024-06-04 15:52:00,Adana,Akdeniz,Ofis,Not Tutucu,1,130.93,0.05,39.9,Kredi Kartı,Mevcut,3.0,2.0,Hayır,0.252,164.28
SIP100273,MUS1092,2024-01-18 16:52:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Güneş Kremi,2,411.99,0.0,0.0,Havale,Mevcut,3.0,3.0,Hayır,0.327,823.98
SIP101252,MUS1014,2025-03-13 15:26:00,Gaziantep,Güneydoğu Anadolu,Spor,Suluk,3,186.28,0.1,39.9,Dijital Cüzdan,Mevcut,3.0,3.0,Hayır,0.332,542.86
SIP100464,MUS1288,2025-05-30 16:44:00,İstanbul,Marmara,Kitap,Python Notları,3,230.76,0.0,39.9,Banka Kartı,Mevcut,2.0,3.0,Hayır,0.265,732.18
SIP100698,MUS1428,2024-02-04 08:39:00,Gaziantep,Güneydoğu Anadolu,Ofis,Mekanik Klavye,3,2321.68,0.2,29.9,Kredi Kartı,VIP,3.0,4.0,Hayır,0.204,5601.93
SIP100970,MUS1207,2024-09-24 08:49:00,Konya,İç Anadolu,Ev ve Yaşam,Organizer,2,240.3,0.1,29.9,,mevcut,1.0,4.0,Hayır,0.385,462.44
SIP100856,MUS1103,2025-12-02 17:08:00,Ankara,İç Anadolu,Spor,Suluk,1,209.34,0.0,39.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.327,249.24
SIP100963,MUS1113,2025-08-18 14:40:00,Samsun,Karadeniz,Spor,Suluk,2,211.45,0.1,49.9,Dijital Cüzdan,Mevcut,2.0,3.0,Evet,0.345,430.51
SIP100413,MUS1155,2025-03-09 22:24:00,Gaziantep,Güneydoğu Anadolu,Kitap,İş Analitiği Rehberi,1,269.38,0.2,0.0,Kapıda Ödeme,Mevcut,5.0,5.0,Hayır,0.322,215.5
