siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar,siparis_yili,siparis_ayi,siparis_gunu,haftanin_gunu
SIP100173,MUS1083,2025-03-27 15:49:00,İstanbul,Marmara,Kitap,Girişimcilik,4,203.82,0.05,59.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.345,834.42,2025,3,27,Thursday
SIP100209,MUS1177,2025-09-13 10:20:00,Bursa,Marmara,Ev Yaşam,Saklama Kutusu,1,236.34,0.0,39.9,Kapıda Ödeme,Yeni,2.0,4.0,Hayır,0.289,276.24,2025,9,13,Saturday
SIP101234,MUS1181,2024-09-27 22:04:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1158.27,0.05,39.9,Kredi Kartı,Mevcut,4.0,5.0,Evet,0.22,1198.17,2024,9,27,Friday
SIP101150,MUS1388,2024-09-02 12:10:00,İzmir,Ege,Ofis,Defter Seti,2,144.4,0.05,49.9,Banka Kartı,Yeni,1.0,4.0,Hayır,0.275,324.26,2024,9,2,Monday
SIP100828,MUS1260,2025-03-08 22:58:00,Bursa,Marmara,Spor,Suluk,1,217.05,0.05,29.9,Kapıda Ödeme,Mevcut,2.0,5.0,Hayır,0.262,236.1,2025,3,8,Saturday
SIP100443,MUS1031,2025-03-07 18:56:00,Mersin,Akdeniz,Kitap,Zaman Yönetimi,4,148.11,0.0,59.9,Havale/EFT,Yeni,6.0,3.0,Hayır,0.263,652.34,2025,3,7,Friday
SIP100526,MUS1315,2024-10-19 11:02:00,İstanbul,Marmara,Kitap,Girişimcilik,1,190.67,0.05,39.9,Havale/EFT,Mevcut,3.0,4.0,Hayır,0.381,221.04,2024,10,19,Saturday
SIP100117,MUS1311,2024-10-08 08:36:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,160.85,0.05,49.9,Kapıda Ödeme,Mevcut,1.0,5.0,Hayır,0.372,202.71,2024,10,8,Tuesday
SIP100654,MUS1398,2024-06-06 11:21:00,İstanbul,Marmara,Spor,Spor Çantası,3,874.03,0.1,29.9,Dijital Cüzdan,Mevcut,3.0,5.0,Hayır,0.357,2389.78,2024,6,6,Thursday
SIP101301,MUS1369,2025-11-25 12:54:00,Mersin,Akdeniz,Kozmetik,Şampuan,2,177.92,0.05,49.9,Dijital Cüzdan,Mevcut,2.0,5.0,Hayır,0.224,387.95,2025,11,25,Tuesday
SIP100481,MUS1223,2024-04-16 11:34:00,Kocaeli,Marmara,Kitap,Zaman Yönetimi,2,158.08,0.1,49.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.267,334.44,2024,4,16,Tuesday
SIP100212,MUS1158,2024-07-13 20:10:00,Ankara,İç Anadolu,Kozmetik,Güneş Kremi,3,470.14,0.05,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.395,1389.8,2024,7,13,Saturday
SIP100378,MUS1328,2024-11-05 13:08:00,İzmir,Ege,Elektronik,Webcam,2,943.7,0.05,29.9,Dijital Cüzdan,Mevcut,2.0,5.0,Hayır,0.25,1917.3,2024,11,5,Tuesday
SIP101256,MUS1262,2025-05-08 19:21:00,İstanbul,Marmara,Ofis,Kalem Seti,1,104.45,0.15,59.9,Kapıda Ödeme,Yeni,5.0,5.0,Hayır,0.31,148.68,2025,5,8,Thursday
SIP100483,MUS1162,2024-08-21 22:16:00,Ankara,İç Anadolu,Elektronik,Powerbank,2,853.43,0.15,39.9,Kredi Kartı,Mevcut,3.0,3.0,Hayır,0.341,1490.73,2024,8,21,Wednesday
SIP100154,MUS1236,2024-04-27 14:01:00,Adana,Akdeniz,Spor,Suluk,1,187.63,0.05,49.9,Dijital Cüzdan,Yeni,3.0,5.0,Hayır,0.228,228.15,2024,4,27,Saturday
SIP100420,MUS1287,2024-07-04 12:06:00,İstanbul,Marmara,Kitap,Girişimcilik,4,206.49,0.0,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.187,875.86,2024,7,4,Thursday
SIP101173,MUS1371,2025-02-02 21:00:00,İzmir,Ege,Kitap,Girişimcilik,1,205.92,0.1,49.9,Banka Kartı,VIP,3.0,5.0,Hayır,0.263,235.23,2025,2,2,Sunday
SIP100129,MUS1204,2024-04-11 18:23:00,İzmir,Ege,Ev Yaşam,Saklama Kutusu,2,242.89,0.0,0.0,Banka Kartı,VIP,5.0,4.0,Hayır,0.235,485.78,2024,4,11,Thursday
SIP100262,MUS1390,2025-01-21 18:38:00,Mersin,Akdeniz,Elektronik,Webcam,2,872.56,0.05,59.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.271,1717.76,2025,1,21,Tuesday
SIP101137,MUS1421,2025-01-27 14:35:00,Konya,İç Anadolu,Ev Yaşam,Masa Lambası,1,622.8,0.05,29.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.361,621.56,2025,1,27,Monday
SIP101127,MUS1228,2024-12-12 21:45:00,Trabzon,Karadeniz,Elektronik,Powerbank,3,828.53,0.1,39.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.224,1700.45,2024,12,12,Thursday
SIP100041,MUS1448,2024-08-03 18:15:00,Trabzon,Karadeniz,Elektronik,Webcam,1,937.76,0.15,49.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.406,847.0,2024,8,3,Saturday
SIP100496,MUS1435,2024-09-26 19:56:00,İstanbul,Marmara,Kozmetik,Nemlendirici,4,413.33,0.1,0.0,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.18,1487.99,2024,9,26,Thursday
SIP101258,MUS1353,2025-10-05 12:46:00,Konya,İç Anadolu,Ev Yaşam,Saklama Kutusu,1,214.08,0.2,29.9,Dijital Cüzdan,Yeni,7.0,4.0,Hayır,0.322,201.16,2025,10,5,Sunday
SIP100295,MUS1079,2025-02-22 18:31:00,İzmir,Ege,Ofis,Defter Seti,2,154.24,0.0,39.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.235,348.38,2025,2,22,Saturday
SIP101281,MUS1299,2025-05-27 12:25:00,Antalya,Akdeniz,Kozmetik,Serum,2,490.93,0.15,49.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.278,884.48,2025,5,27,Tuesday
SIP100178,MUS1041,2025-12-13 21:08:00,İstanbul,Marmara,Ofis,Not Tutucu,2,125.17,0.0,29.9,Havale/EFT,Mevcut,1.0,5.0,Hayır,0.34,280.24,2025,12,13,Saturday
SIP100124,MUS1242,2025-08-21 14:52:00,Adana,Akdeniz,Kitap,İş Analitiği Rehberi,3,288.0,0.15,49.9,Banka Kartı,Mevcut,4.0,3.0,Hayır,0.186,784.3,2025,8,21,Thursday
SIP100627,MUS1370,2025-12-07 16:57:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,3,324.24,0.0,0.0,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.275,972.72,2025,12,7,Sunday
SIP101098,MUS1223,2024-02-23 18:53:00,İstanbul,Marmara,Kitap,Python Notları,2,227.13,0.0,29.9,Kredi Kartı,VIP,5.0,4.0,Hayır,0.415,484.16,2024,2,23,Friday
SIP100587,MUS1372,2025-07-17 13:54:00,İzmir,Ege,Ofis,Mouse Pad,1,171.04,0.05,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.186,212.39,2025,7,17,Thursday
SIP101202,MUS1370,2024-04-15 17:50:00,Eskişehir,İç Anadolu,Ofis,Not Tutucu,3,125.19,0.0,49.9,Havale/EFT,Yeni,2.0,4.0,Hayır,0.241,425.47,2024,4,15,Monday
SIP100559,MUS1387,2024-05-19 13:18:00,Ankara,İç Anadolu,Elektronik,Powerbank,2,838.38,0.0,29.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.272,1706.66,2024,5,19,Sunday
SIP100437,MUS1353,2025-12-21 14:18:00,Bursa,Marmara,Ev Yaşam,Saklama Kutusu,1,216.18,0.15,39.9,Kredi Kartı,Mevcut,6.0,3.0,Hayır,0.297,223.65,2025,12,21,Sunday
SIP100581,MUS1368,2025-06-22 17:44:00,Konya,İç Anadolu,Spor,Direnç Bandı,3,268.54,0.0,49.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.19,855.52,2025,6,22,Sunday
SIP100668,MUS1223,2024-03-08 13:13:00,İstanbul,Marmara,Spor,Direnç Bandı,3,236.74,0.0,29.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.213,740.12,2024,3,8,Friday
SIP100949,MUS1403,2024-02-25 14:22:00,İstanbul,Marmara,Kozmetik,Serum,1,484.35,0.0,29.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.226,514.25,2024,2,25,Sunday
SIP100531,MUS1125,2025-08-11 12:44:00,Mersin,Akdeniz,Ofis,Kalem Seti,2,101.9,0.05,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.256,233.51,2025,8,11,Monday
SIP101159,MUS1161,2025-07-14 21:51:00,Mersin,Akdeniz,Ev Yaşam,Saklama Kutusu,4,230.43,0.0,39.9,Havale/EFT,Yeni,3.0,3.0,Hayır,0.357,961.62,2025,7,14,Monday
SIP100361,MUS1026,2024-12-01 10:05:00,Adana,Akdeniz,Elektronik,Bluetooth Hoparlör,2,1158.6,0.0,39.9,Havale/EFT,VIP,5.0,4.0,Hayır,0.356,2357.1,2024,12,1,Sunday
SIP100825,MUS1202,2025-07-01 21:15:00,Samsun,Karadeniz,Ofis,Defter Seti,1,146.78,0.2,59.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.324,177.32,2025,7,1,Tuesday
SIP100916,MUS1306,2024-09-21 14:52:00,Ankara,İç Anadolu,Spor,Suluk,1,207.19,0.0,49.9,Dijital Cüzdan,Yeni,5.0,4.0,Hayır,0.198,257.09,2024,9,21,Saturday
SIP101191,MUS1381,2025-09-24 19:34:00,Kocaeli,Marmara,Ev Yaşam,Termos,2,515.91,0.2,29.9,Dijital Cüzdan,Yeni,5.0,4.0,Hayır,0.199,855.36,2025,9,24,Wednesday
SIP101346,MUS1134,2024-09-24 18:20:00,İzmir,Ege,Kozmetik,Güneş Kremi,2,451.71,0.15,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.384,807.81,2024,9,24,Tuesday
SIP100516,MUS1218,2025-08-26 20:47:00,Bursa,Marmara,Spor,Suluk,3,191.92,0.05,59.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.251,606.87,2025,8,26,Tuesday
SIP100125,MUS1155,2025-09-16 11:41:00,İstanbul,Marmara,Kozmetik,Güneş Kremi,4,462.45,0.05,0.0,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.295,1757.31,2025,9,16,Tuesday
SIP100672,MUS1229,2024-05-30 18:09:00,Eskişehir,İç Anadolu,Kitap,Veri Bilimi 101,5,257.16,0.0,39.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.348,1325.7,2024,5,30,Thursday
SIP100899,MUS1040,2024-03-24 09:03:00,İstanbul,Marmara,Spor,Direnç Bandı,2,252.58,0.0,39.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.389,545.06,2024,3,24,Sunday
SIP100351,MUS1289,2024-11-14 13:05:00,İstanbul,Marmara,Spor,Suluk,3,231.41,0.0,49.9,Banka Kartı,Yeni,2.0,4.0,Hayır,0.35,744.13,2024,11,14,Thursday
SIP101033,MUS1002,2025-01-22 17:03:00,Mersin,Akdeniz,Ofis,Not Tutucu,2,138.52,0.1,39.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.273,289.24,2025,1,22,Wednesday
SIP100368,MUS1323,2025-01-27 10:26:00,Bursa,Marmara,Elektronik,Webcam,1,938.08,0.0,49.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.326,987.98,2025,1,27,Monday
SIP100334,MUS1128,2024-12-25 14:20:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Şampuan,1,226.75,0.1,0.0,Havale/EFT,Yeni,4.0,4.0,Hayır,0.242,204.08,2024,12,25,Wednesday
SIP101181,MUS1045,2025-10-11 12:44:00,Kayseri,İç Anadolu,Kitap,Zaman Yönetimi,4,167.86,0.15,59.9,Banka Kartı,VIP,4.0,5.0,Hayır,0.417,630.62,2025,10,11,Saturday
SIP100951,MUS1002,2024-06-15 09:29:00,Konya,İç Anadolu,Spor,Suluk,2,210.9,0.0,49.9,Dijital Cüzdan,VIP,7.0,5.0,Hayır,0.205,471.7,2024,6,15,Saturday
SIP100505,MUS1226,2025-05-13 20:30:00,Bursa,Marmara,Ofis,Mouse Pad,2,181.92,0.0,29.9,Dijital Cüzdan,Yeni,7.0,4.0,Hayır,0.201,393.74,2025,5,13,Tuesday
SIP100919,MUS1073,2025-08-04 14:28:00,Konya,İç Anadolu,Ev Yaşam,Saklama Kutusu,1,243.21,0.0,39.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.413,283.11,2025,8,4,Monday
SIP100293,MUS1289,2024-11-29 14:17:00,Konya,İç Anadolu,Kozmetik,Nemlendirici,1,355.35,0.0,39.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.319,395.25,2024,11,29,Friday
SIP100455,MUS1268,2024-01-03 13:22:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1302.14,0.0,49.9,Kapıda Ödeme,VIP,2.0,5.0,Hayır,0.232,1352.04,2024,1,3,Wednesday
SIP101349,MUS1026,2025-12-22 13:58:00,İstanbul,Marmara,Spor,Yoga Matı,2,746.15,0.15,29.9,Kredi Kartı,Mevcut,1.0,4.0,Evet,0.38,1298.36,2025,12,22,Monday
SIP100793,MUS1143,2024-12-30 15:42:00,Antalya,Akdeniz,Ofis,Not Tutucu,1,132.29,0.1,0.0,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.392,119.06,2024,12,30,Monday
SIP100225,MUS1273,2025-11-09 15:33:00,Bursa,Marmara,Kozmetik,Güneş Kremi,2,458.29,0.05,29.9,Kredi Kartı,VIP,5.0,5.0,Hayır,0.204,900.65,2025,11,9,Sunday
SIP100959,MUS1438,2025-03-15 18:15:00,Adana,Akdeniz,Ofis,Kalem Seti,4,95.48,0.0,49.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.408,431.82,2025,3,15,Saturday
SIP101208,MUS1441,2024-08-10 09:35:00,Ankara,İç Anadolu,Ev Yaşam,Organizer,3,258.06,0.05,49.9,Kredi Kartı,Mevcut,4.0,3.0,Hayır,0.386,785.37,2024,8,10,Saturday
SIP101271,MUS1090,2024-08-25 20:51:00,Samsun,Karadeniz,Spor,Suluk,3,202.08,0.05,49.9,Dijital Cüzdan,Mevcut,2.0,4.0,Hayır,0.258,625.83,2024,8,25,Sunday
SIP100968,MUS1103,2024-10-10 22:14:00,Bursa,Marmara,Kitap,Veri Bilimi 101,3,255.68,0.05,59.9,Kredi Kartı,Yeni,2.0,4.0,Evet,0.382,788.59,2024,10,10,Thursday
SIP100357,MUS1411,2025-03-21 18:08:00,İstanbul,Marmara,Kozmetik,Yüz Temizleme Jeli,3,299.76,0.2,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.311,759.32,2025,3,21,Friday
SIP100954,MUS1016,2025-03-26 11:40:00,Antalya,Akdeniz,Ev Yaşam,Saklama Kutusu,1,238.07,0.0,0.0,Banka Kartı,Mevcut,3.0,3.0,Evet,0.371,238.07,2025,3,26,Wednesday
SIP100563,MUS1165,2025-10-14 15:39:00,İstanbul,Marmara,Ofis,Defter Seti,2,146.47,0.0,0.0,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.213,292.94,2025,10,14,Tuesday
SIP100204,MUS1156,2024-03-21 12:12:00,Samsun,Karadeniz,Kozmetik,Güneş Kremi,1,468.79,0.0,29.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.29,498.69,2024,3,21,Thursday
SIP100680,MUS1096,2025-04-10 16:27:00,Samsun,Karadeniz,Kozmetik,Nemlendirici,1,392.39,0.05,49.9,Banka Kartı,Mevcut,5.0,5.0,Hayır,0.342,422.67,2025,4,10,Thursday
SIP100468,MUS1288,2025-09-22 21:43:00,Ankara,İç Anadolu,Spor,Yoga Matı,2,707.72,0.1,59.9,Havale/EFT,Mevcut,5.0,3.0,Hayır,0.38,1333.8,2025,9,22,Monday
SIP100781,MUS1387,2025-04-25 09:58:00,Konya,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,2,317.05,0.2,49.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.307,557.18,2025,4,25,Friday
SIP100386,MUS1193,2024-01-21 13:16:00,İstanbul,Marmara,Elektronik,Webcam,1,939.23,0.0,39.9,Dijital Cüzdan,Mevcut,6.0,3.0,Hayır,0.233,979.13,2024,1,21,Sunday
SIP101182,MUS1320,2025-10-27 08:39:00,Mersin,Akdeniz,Elektronik,Kablosuz Kulaklık,1,1506.02,0.0,39.9,Dijital Cüzdan,Yeni,1.0,5.0,Hayır,0.292,1545.92,2025,10,27,Monday
SIP100379,MUS1115,2024-06-27 19:35:00,Trabzon,Karadeniz,Kitap,İş Analitiği Rehberi,2,265.31,0.05,29.9,Havale/EFT,VIP,4.0,3.0,Hayır,0.363,533.99,2024,6,27,Thursday
SIP100015,MUS1153,2024-09-26 16:48:00,İzmir,Ege,Spor,Yoga Matı,4,743.03,0.15,39.9,Kredi Kartı,VIP,3.0,4.0,Hayır,0.376,2566.2,2024,9,26,Thursday
SIP100401,MUS1293,2025-07-02 22:22:00,Antalya,Akdeniz,Elektronik,Webcam,2,891.35,0.1,39.9,Dijital Cüzdan,Yeni,2.0,3.0,Hayır,0.232,1644.33,2025,7,2,Wednesday
SIP100952,MUS1170,2025-04-22 17:13:00,Konya,İç Anadolu,Kitap,Python Notları,3,212.45,0.0,39.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.301,677.25,2025,4,22,Tuesday
SIP100081,MUS1052,2025-05-10 12:46:00,Adana,Akdeniz,Ev Yaşam,Masa Lambası,4,665.98,0.0,49.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.302,2713.82,2025,5,10,Saturday
SIP100983,MUS1310,2024-10-09 11:00:00,Antalya,Akdeniz,Kozmetik,Şampuan,2,181.23,0.2,39.9,Dijital Cüzdan,Mevcut,2.0,5.0,Hayır,0.335,329.87,2024,10,9,Wednesday
SIP101142,MUS1076,2025-11-09 17:04:00,İzmir,Ege,Kitap,Veri Bilimi 101,1,287.23,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.33,327.13,2025,11,9,Sunday
SIP100366,MUS1096,2025-02-08 15:01:00,İstanbul,Marmara,Kozmetik,Şampuan,1,185.93,0.0,39.9,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.412,225.83,2025,2,8,Saturday
SIP100521,MUS1061,2024-12-18 20:45:00,Bursa,Marmara,Ofis,Kalem Seti,1,95.35,0.05,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.272,130.48,2024,12,18,Wednesday
SIP101285,MUS1245,2024-02-12 09:02:00,Bursa,Marmara,Ev Yaşam,Saklama Kutusu,4,224.22,0.0,39.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.411,936.78,2024,2,12,Monday
SIP100948,MUS1075,2024-12-17 12:23:00,İstanbul,Marmara,Ofis,Kalem Seti,2,103.84,0.05,39.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.236,237.2,2024,12,17,Tuesday
SIP100822,MUS1217,2024-02-27 15:34:00,İzmir,Ege,Ofis,Kalem Seti,1,100.68,0.05,29.9,Kredi Kartı,VIP,2.0,3.0,Hayır,0.404,125.55,2024,2,27,Tuesday
SIP100066,MUS1130,2024-12-11 20:56:00,Ankara,İç Anadolu,Spor,Suluk,1,203.8,0.0,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.264,243.7,2024,12,11,Wednesday
SIP100309,MUS1060,2025-09-21 17:05:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,1,267.89,0.15,39.9,Banka Kartı,Yeni,7.0,5.0,Hayır,0.197,267.61,2025,9,21,Sunday
SIP101286,MUS1195,2024-02-26 08:49:00,Ankara,İç Anadolu,Ev Yaşam,Termos,2,519.58,0.0,39.9,Havale/EFT,Yeni,1.0,4.0,Hayır,0.358,1079.06,2024,2,26,Monday
SIP101192,MUS1126,2024-07-10 11:41:00,Gaziantep,Güneydoğu Anadolu,Spor,Suluk,2,190.5,0.15,39.9,Dijital Cüzdan,Yeni,4.0,5.0,Hayır,0.373,363.75,2024,7,10,Wednesday
SIP100089,MUS1037,2024-10-25 08:14:00,İstanbul,Ege,Kozmetik,Şampuan,1,201.58,0.0,29.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.395,231.48,2024,10,25,Friday
SIP100255,MUS1072,2025-02-15 15:14:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,1,244.09,0.05,49.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.377,281.79,2025,2,15,Saturday
SIP101019,MUS1198,2025-06-05 19:31:00,Eskişehir,İç Anadolu,Kitap,İş Analitiği Rehberi,1,264.76,0.2,39.9,Banka Kartı,Mevcut,3.0,4.0,Evet,0.195,251.71,2025,6,5,Thursday
SIP100575,MUS1179,2025-07-26 12:34:00,Eskişehir,İç Anadolu,Spor,Direnç Bandı,1,232.57,0.0,49.9,Havale/EFT,Yeni,2.0,4.0,Hayır,0.39,282.47,2025,7,26,Saturday
SIP101086,MUS1271,2024-09-07 19:42:00,Adana,Akdeniz,Kitap,İş Analitiği Rehberi,2,287.29,0.0,49.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.406,624.48,2024,9,7,Saturday
SIP100018,MUS1393,2024-03-21 09:46:00,Ankara,İç Anadolu,Ev Yaşam,Organizer,1,263.97,0.0,39.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.237,303.87,2024,3,21,Thursday
SIP101296,MUS1139,2025-10-27 20:29:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,1,175.4,0.15,49.9,Dijital Cüzdan,Yeni,5.0,5.0,Hayır,0.189,198.99,2025,10,27,Monday
SIP100813,MUS1383,2025-10-03 08:33:00,Konya,İç Anadolu,Spor,Spor Çantası,1,977.33,0.0,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.295,1017.23,2025,10,3,Friday
SIP100834,MUS1077,2025-12-19 21:10:00,Trabzon,Karadeniz,Ev Yaşam,Saklama Kutusu,1,235.58,0.0,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.189,285.48,2025,12,19,Friday
SIP101068,MUS1252,2025-06-15 22:50:00,İstanbul,Marmara,Ofis,Defter Seti,1,148.97,0.1,39.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.19,173.97,2025,6,15,Sunday
SIP100594,MUS1223,2024-03-21 20:03:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Şampuan,2,204.58,0.0,39.9,Dijital Cüzdan,Yeni,1.0,5.0,Hayır,0.267,449.06,2024,3,21,Thursday
SIP100866,MUS1354,2025-05-13 12:39:00,Bursa,Marmara,Spor,Spor Çantası,3,887.38,0.0,39.9,Kapıda Ödeme,Mevcut,4.0,5.0,Hayır,0.365,2702.04,2025,5,13,Tuesday
SIP100097,MUS1001,2024-09-15 13:07:00,İstanbul,Marmara,Elektronik,Webcam,1,939.56,0.0,39.9,Dijital Cüzdan,Mevcut,5.0,5.0,Hayır,0.263,979.46,2024,9,15,Sunday
SIP100986,MUS1292,2025-09-24 19:27:00,İstanbul,Marmara,Ev Yaşam,Masa Lambası,3,638.93,0.0,39.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.267,1956.69,2025,9,24,Wednesday
SIP100760,MUS1045,2024-10-11 11:01:00,İstanbul,Marmara,Kozmetik,Nemlendirici,1,387.82,0.1,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.367,388.94,2024,10,11,Friday
SIP100286,MUS1182,2025-03-17 15:35:00,İstanbul,Marmara,Elektronik,Bluetooth Hoparlör,2,1267.81,0.0,29.9,Banka Kartı,Mevcut,2.0,4.0,Evet,0.214,2565.52,2025,3,17,Monday
SIP100832,MUS1449,2024-12-01 20:18:00,İstanbul,Marmara,Ev Yaşam,Organizer,2,239.16,0.0,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.296,528.22,2024,12,1,Sunday
SIP101104,MUS1127,2024-11-07 09:17:00,Bursa,Marmara,Kitap,Veri Bilimi 101,5,256.63,0.05,39.9,Kredi Kartı,VIP,4.0,5.0,Hayır,0.313,1258.89,2024,11,7,Thursday
SIP101379,MUS1129,2025-12-29 10:53:00,İstanbul,Karadeniz,Kitap,İş Analitiği Rehberi,1,303.99,0.0,59.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.301,363.89,2025,12,29,Monday
SIP100927,MUS1181,2025-07-05 08:57:00,Kocaeli,Marmara,Kitap,Veri Bilimi 101,2,268.72,0.2,29.9,Kapıda Ödeme,Mevcut,7.0,4.0,Hayır,0.202,459.85,2025,7,5,Saturday
SIP100250,MUS1339,2025-04-04 21:58:00,Trabzon,Karadeniz,Ofis,Not Tutucu,5,127.71,0.0,49.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.332,688.45,2025,4,4,Friday
SIP100997,MUS1086,2024-08-13 22:06:00,İstanbul,Marmara,Kitap,Veri Bilimi 101,1,275.84,0.1,0.0,Havale/EFT,Mevcut,1.0,4.0,Hayır,0.24,248.26,2024,8,13,Tuesday
SIP100224,MUS1071,2025-09-18 22:30:00,Adana,Akdeniz,Spor,Spor Çantası,2,915.71,0.0,49.9,Dijital Cüzdan,Mevcut,1.0,5.0,Evet,0.39,1881.32,2025,9,18,Thursday
SIP100155,MUS1203,2025-03-23 21:06:00,Mersin,Akdeniz,Ofis,Defter Seti,1,148.96,0.1,29.9,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.351,163.96,2025,3,23,Sunday
SIP100377,MUS1340,2024-04-23 21:33:00,İstanbul,Marmara,Kitap,Python Notları,1,232.73,0.1,49.9,Kredi Kartı,VIP,7.0,3.0,Hayır,0.349,259.36,2024,4,23,Tuesday
SIP101021,MUS1297,2024-09-24 17:29:00,Adana,Akdeniz,Kitap,Python Notları,1,221.38,0.0,29.9,Dijital Cüzdan,Yeni,4.0,5.0,Hayır,0.208,251.28,2024,9,24,Tuesday
SIP101112,MUS1290,2024-06-19 17:17:00,Bursa,Marmara,Kozmetik,Yüz Temizleme Jeli,5,316.85,0.15,39.9,Havale/EFT,Yeni,4.0,5.0,Evet,0.294,1386.51,2024,6,19,Wednesday
SIP101006,MUS1169,2024-08-31 22:46:00,İzmir,Ege,Kitap,Veri Bilimi 101,2,246.81,0.0,59.9,Banka Kartı,VIP,4.0,3.0,Hayır,0.397,553.52,2024,8,31,Saturday
SIP100838,MUS1128,2024-05-29 08:18:00,İstanbul,Marmara,Ev Yaşam,Kahve Kupası,2,165.83,0.1,39.9,Dijital Cüzdan,Yeni,3.0,4.0,Hayır,0.343,338.39,2024,5,29,Wednesday
SIP101161,MUS1021,2025-03-28 18:59:00,Bursa,Marmara,Spor,Suluk,1,194.52,0.0,49.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.229,244.42,2025,3,28,Friday
SIP100944,MUS1099,2024-12-13 18:43:00,Kayseri,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,4,333.63,0.0,39.9,Havale/EFT,Mevcut,3.0,4.0,Hayır,0.355,1374.42,2024,12,13,Friday
